Clave,Producto,Precio
7502208804266,charola  9*9 lisa reyma c/50,$162.00
7502208805041,charola #835 c/50,$42.90
70,charola 7*7 c/division a granel,$4.00
7502208804242,charola 7*7 c/division reyma c/50,$139.00
71,charola 7*7 lisa a granel,$4.00
7502208804235,charola 7*7 lisa reyma c/50,$139.00
72,charola 8*8 c/division a granel,$4.00
7502208804167,charola 8*8 c/division reyma c/50,$162.50
73,charola 8*8 lisa a granel,$4.00
7502208804228,charola 8*8 lisa reyma c/50,$162.50
385,charola 9*9 division a granel,$4.50
7502208804259,charola 9*9 division reyma c/50,$162.00
76,charola 9*9 lisa a granel,$4.50
510,charola 9*9 lisa c/25,$86.00
509,charola 9*9div c/25 pz,$86.00
8551,charola amarilla c/500pz,$482.90
7500464686701,Charola bioplast 855c/10pz,$36.00
356,charola bisagra mx 215,$6.00
357,charola bisagra mx p1,$6.00
7501431213203,charola convermex 855c/50,$23.00
221,charola de hamburguesa a granel,$2.00
752216081051,charola jaguar  855 c/50pz,$36.00
752216081044,charola jaguar 066 ch c/50,$23.00
7502208800558,charola mariel #066 c/10,$25.00
7502208805454,charola mariel #855 c/10,$36.00
8552,charola negra c/500pz,$482.90
133,charola p/ hot dog c/125,$75.00
7502208804174,charola p/hamburguesa c/50,$66.90
406,charola p/hot dog,$1.00
476,charola para hamburguesa c/25,$32.50
3099,charola para hot dog reyma c/125pz,$107.50
7501059922747,charola pavera ovalada,$41.00
7501059922754,charola pavera rectangular,$38.00
7506396175535,charola plastica para botana color negro,$69.00
8032,charola rb150,$7.00
446,charola rectangular p/pavo,$25.00
7506396175542,charola redonda para botana color gris,$69.00
7503027332008,charola resistente 855 c/50pz,$33.00
7503001403205,chechitos botana de maiz sabor queso 25pz,$33.50
18804052019,cherry sours canels c/454g,$60.00
7503003175223,cheto garra bulto 3kg,$219.00
253,cheto garra granel,$100.00
124,cheto inflado a granel,$120.00
643795543354,cheto inflado bulto c/3kg,$219.00
643795545587,cheto inflado extremo 3kg,$189.00
194,chia delgada,$120.00
7501006532494,chicharo con zanahoria del monte 215g,$14.00
328,chicharrin anillo a granel,$80.00
55,chicharrin cuadrito granel,$80.00
2496,chicharrin figuras c/450grs,$39.00
2497,chicharrin figuras c/900grs,$72.00
54,chicharrin rueda granel,$80.00
56,chicharrin viborita granel,$80.00
475,Chicharron craky de cerdo,$280.00
142,chicharron de cerdo,$260.00
725226004785,chicle 4 pastillas de la rosa c/60,$48.00
725226000299,chicle babu c/100pz,$65.00
7445,chicle bola ch a granel,$0.50
368,chicle bola gr a granel,$1.50
603554027068,chicle bote tattoo c/150,$67.50
7622201692766,chicle bubbaloo hierbabuena c/47pz,$53.00
7622201692728,chicle bubbaloo mora acida c/47pz,$54.00
7622201692841,chicle bubbaloo pik piña c/47,$53.00
7622201692780,chicle bubbaloo sabor mora c/47pz,$54.00
7622201770662,chicle bubbaloo sabor platano c/50pz,$47.90
7622201770631,chicle bubbaloo yerbabuena c/50,$47.90
797038010209,chicle bubli bubli gr c/100pz,$81.00
18804002106,chicle canels 4 pastillas,$58.90
608,chicle canels a granel,$1.50
18804002564,chicle canels frutal c/60,$58.00
480,chicle ch a granel,$1.00
725226004600,chicle cubin c/100pz,$53.13
725226004631,chicle cubo c/100pz,$78.50
725226004778,chicle de la rosa 4 past 100pzs,$77.00
725226004808,chicle dlr 4past vitrolero c/300pz,$202.00
725226002712,chicle mini pinta t,$78.00
725226000596,chicle minibu c/100pz,$55.00
7503003965039,chicle mundis c/60,$31.90
7502271913346,chicle orbit mint c/40pz,$98.00
937,chicle pinta azul a granel,$2.00
725226001333,chicle pinta-t cj/40pz,$58.00
725226002897,Chicle pinta.t bolsa c/40pz,$57.50
75056285,chicle tatoo a granel,$1.50
75057459,chicle tatto a granel,$1.50
603554027136,chicle tatto bolsa 100pz,$81.50
75056377,chicle tattoo a granel,$1.00
75045494,chicle trident menta 4past a granel,$3.00
75045616,chicle trident yerbabuena 4past a granel,$3.00
18804059032,chicloso la vaquita c/73,$65.50
257,chicloso vainilla a granel,$2.00
18804054945,Chicloso vaquita vitrolero 990gr,$114.90
861020186,chiclosos coronado 250gr,$59.00
18804054723,chiclosos la vaquita sabor cajeta C/43pz,$65.50
24142006713,chiclosos vainilla caramel 180pz,$131.90
605391414452,chilarines 500g,$60.94
320,chilarines a granel,$140.00
128,chile ancho,$130.00
129,chile cascabel,$150.00
1010,chile de arbol,$200.00
281,chile en polvo de arbol,$55.00
67,chile en polvo preparado c/limon a granel,$65.00
66,chile en polvo tajin,$73.00
7501017005062,chile la costeña nachos 220g,$17.00
7501006536683,chiles chipotles del monte 205g,$31.50
7501017006014,chiles en rajas costeña 105gr,$8.50
7501011900356,chiles en rodajas faro de 800g,$33.50
7501011900332,chiles faro 3kg,$93.00
7501011900325,chiles faros en rajas 3kg,$54.50
7501011900349,Chiles faros rajas 800gr,$29.50
7501017005000,chiles jal costeña 220gr,$17.00
7501017005024,chiles la costeña rajas 220gr,$20.90
7501017005017,chiles la costeña serranos 220gr,$17.00
7501017004621,chiles nachos la costeña 380g,$21.90
7503010852971,chilo tiko 400gr,$51.50
7503010852506,chilo trozo 350gr,$46.90
812999014551,Chipikona c/25pz,$52.00
7503001250724,chips sabor a choco 1kg,$178.00
468,chips sabor chocolate a granel c/100grs,$200.00
7502225960068,chirris rebanaditas c/100pz,$72.90
7503001250717,chispas chocolate alpezzi chocolate semiamargo 1kg,$158.00
603554057010,choco crunch caritas c/100,$98.00
603554057034,choco crunch caritas c/25,$71.00
603554036442,choco crunch caritas c/40,$42.00
603554060997,choco crunch cars c/100pz,$79.50
724869005296,choco fresa dlr 1kg,$98.00
607,choco fresa kg,$120.00
603554069020,choco galletin c/10,$56.00
603554102017,choco huevo sorpresa a granel,$8.00
603554114072,choco huevo sorpresa c/12pz,$93.90
614143305559,choco inn cobertura chocolate 1kg,$98.00
614143602399,choco inn cobertura reposteria 1kg,$72.00
603554043532,choco trueno pop c 50pz,$66.50
7501852710398,Chocofreskys c/500grs,$93.00
7502254290259,chocofuente de 1kg,$96.00
603554114102,chocogalletin jumbo delicias c/10pz,$56.90
725226000947,chocohuevito c/arroz inflado 500gr,$57.50
603554114041,chocohuevo sopresa C/24PZ,$176.50
603554114027,chocohuevo sorpresa unicornio c/24,$176.00
7503001250595,chocolate alpezzi blanco 500gr,$78.90
10127,chocolate carat,$137.01
7503019480335,chocolate chocobanana bonlatti 1kg,$109.00
7501059288904,chocolate crunch stick c/20pz,$66.00
724869004022,chocolate dlr estilo suizoc/16pz,$106.00
724869001564,chocolate estilo suizo relleno c/16pz,$64.00
7501024513635,chocolate herseys c/12pz,$57.00
634240240355,chocolate kisses c/454gr,$104.00
603554111484,chocolate lip c/24pz,$60.90
7502271911434,chocolate m&ms choco c/6pz,$93.00
7500443001181,chocolate nikolo a granel,$5.00
7501289620000,chocolate oso tableta c/200grs,$24.90
724869005531,chocolate stick suizo 25pz,$41.90
724869004015,chocolate suizo de la rosa dlr,$8.00
7802200854888,chocolatinas sport 100pz,$67.50
7506205807589,chocomilk 160g,$22.00
7503018287027,chocorense cobertura choco c/1kg,$83.00
106,chocoreta a granel,$260.00
757528016395,chocoretas 500g,$120.00
7502250393329,chompys paletas pulpinta azul c/40,$79.00
603554049176,chupon luz agranel,$6.00
603554049183,chupon luz c/24pz,$93.50
7503010903406,churro loko 400g,$46.90
107,churro loko a granel,$140.00
259,chutazo baloncito de choco a granel,$6.00
7501015501078,chutazo c/20pz,$98.00
506,Chutazo Granel,$6.00
7503049695099,cifrut mora 300ml,$9.00
7503033076873,cifrut sabor uva 300ml,$9.00
2058,cigarro denver a granel,$3.00
4260109922443,cigarro denver gris c/20pz,$25.00
4260109922368,cigarro denver rojo c/20pz,$25.00
7503040150092,cigarro link azul c/10pz,$39.00
7502252634116,cigarro link rojo c/20,$32.00
815,cigarro pall mall a granel,$6.00
75080518,cigarro pall mall osaka c/20pz,$67.00
75052836,cigarro pall mall tokio c/20p,$79.90
263,cigarro rojo y blanco corto a granel,$6.00
264,cigarro rojo y blanco largo a granel,$7.00
75080693,cigarros boots c/20,$56.00
297,cigarros boots x pz,$3.00
296,cigarros link a granel,$4.00
7502252634215,cigarros link azul c/20,$32.00
75071295,cigarros pall mall alaska c/20pz,$79.90
75080525,cigarros pall mall hono lulu c/20pz,$61.00
75080495,cigarros pall mall iceland c/20pz,$67.00
721672027293,cinta ch 12mm *10m,$3.00
272,ciruela pasa,$237.00
7503037623301,citrus manzana big,$9.00
239,clavo,$363.00
9184,clavo molido,$380.00
17502208802184,cling film 30cm,$440.00
17502208802498,cling film 35cm,$501.00
17502208802726,cling film 38cm,$521.50
17502208802160,cling film 45cm,$519.00
75019907,clores 2 past a granel,$1.00
7622202253560,clorest 60pz,$61.00
781159001048,cobertura choco inn fresa c/1kg,$103.00
7503022869493,cobertura chocolate chocohel 1kg,$90.00
7503001124353,cobertura helados lussel 1kg,$120.00
7503001124360,cobertura helados lussel 500g,$77.00
614143434280,cobertura p/dona chocoin chocolate 1kg,$106.00
781159001048,cobertura p/pasteleria fresa 1kg,$95.00
781159001031,cobertura p/reposteria vainilla 1kg,$92.00
756774002213,cobertura semiamargo colonial 1kg,$82.00
7501055313525,coca cola 1.250ml,$31.00
7501055313532,coca cola 1.75ml,$42.00
7501055305247,Coca cola 2.5ml,$56.00
7501055310968,coca cola 450ml,$20.00
75007614,Coca cola 600ml,$24.00
313,coco banderas a granel,$8.00
319,Coco Banderas a granel,$4.00
378,coco rayado,$133.00
268,cocoa hersey a granel,$280.00
7501024526284,cocoa hersheys 125g,$57.50
724869077774,coconugs a granel,$7.00
724869000246,coconugs c/12,$67.00
58897090536,coctel de fruta corina,$61.00
823703800308,coctel de frutas en almibar,$71.00
41,colacion,$85.00
7503041422136,colchon fantasy c/ 24,$52.00
7508304495216,color en gel rojo 1133.,$28.50
7508304495124,color en gel rojo fuerte 1216.,$26.00
186,colorante amarillo huevo,$86.00
801842022331,colorante artificial amarillo naranja,$29.90
700083812711,colorante artificial gel 6colores,$83.00
781159000515,colorante deiman polvo azul 100gr,$74.90
781159001130,colorante deiman polvo rojo 100gr,$49.00
781159001147,colorante deiman polvo rosa 100gr,$121.00
614143032189,colorante deiman polvo verde limon 100gr,$40.90
831,colorante deiman varios colores 9ml,$16.00
371,colorante en polvo cafe chocolate,$104.00
700083812636,colorante gel color cafe chocolate,$38.50
7508304495087,colorante gelicolor cafe oscuro 20g,$28.00
7508304495162,colorante gelicolor super negro 20g,$28.00
211,colorante naranja rojizo,$80.00
210,colorante polvo  verde limon,$98.00
332,colorante polvo artificial azul brillante,$191.00
215,colorante polvo rosa brillante,$370.00
185,colorante rojo fresa,$120.00
7501058628282,combo jugo maggi salsa inglesa,$72.90
759686252271,combo pinta azul c/10pz,$62.00
986,combo vero mango a granel,$8.00
228,comino entero,$185.00
225,comino molido,$203.00
781159000294,concentrado chicle azul 120ml,$56.50
614143434778,concentrado chocolate deiman,$57.00
7503023652100,concentrado cokies cream deiman,$46.50
614143434785,concentrado de mango de 120ml,$67.00
614143434730,concentrado deiman coco,$43.90
614143434686,concentrado deiman limon 120ml,$49.00
700083812940,concentrado deiman melon 120ml,$49.90
781159000935,Concentrado deiman menta 120ml,$49.50
614143434747,concentrado deiman sabor uva 120ml,$50.00
614143305627,concentrado fresa deiman 120ml,$46.00
614143434754,concentrado nuez deiman 120ml,$51.90
614143434693,concentrado piña deiman,$52.00
700083813381,concentrado platano deiman 120ml,$51.00
614143305634,concentrado vainilla helados deiman 120ml,$52.00
614143032172,concentrado vainillol deiman,$42.00
92,conchita a granel,$90.00
702752700015,conchita cachitos tira c/10pz,$61.50
570,Conejina,$18.00
603554111439,conejo saltarin delicias c/20pz,$79.50
744430253161,Confeti valentina c/300grs,$32.00
744430253178,confetti bola gr 250gr,$25.00
744430253154,confetti valentina 100gr,$22.00
113,confi choki,$220.00
724869002448,confichoky 17gr x pz,$4.00
724869002455,confichoky c/25 sobres 17gr cda c/u,$68.90
10600382,cono #35,$65.00
24,cono #8,$54.00
644813003362,cono deliz gr 40pz,$64.00
238,consome de pollo,$60.00
240,consome rojo,$60.00
555,contenedor medio lt reyma,$42.00
55,contenedor plastico reyma 1/2 lt,$42.00
7502208800169,contenedor plastico reyma 1/4,$47.00
7502208806512,contenedor termico 60onz,$22.00
43,corazon de nuez,$360.00
58897091120,corina piña en trozo en almibar 800gr,$59.00
215,coronado ch a granel,$2.00
454,cortina metalica,$38.00
719886120268,crayon fresa c/10pz,$67.00
719886120183,crayon v/sab 10 pz,$88.50
331,crayon v/sab a granel,$8.00
603554079319,creakids sorpresa 10g,$23.00
7501040807091,crema  camelia 500gr,$18.50
7501594377439,crema camelia 850gr,$30.00
7501303992410,crema durangueño 850gr,$30.00
7501041204011,crema norteñita c/250grs,$23.00
7501040811081,crema virmar de 1kg,$23.00
75024635,cremino a granel,$4.00
7501088210037,cremino c/24,$93.00
7501088213984,cremino c/24,$52.90
7501088215360,cremino gratis 2pz,$88.00
7501088213892,cremino stick con 20pz,$39.50
1116,Croqueta campeon adulto,$37.00
1292,croqueta campeon adulto kg,$42.00
636,croqueta campeon cachorro,$43.00
981,Croqueta campeon cachorro kg,$40.00
563,croqueta dow chow adulto,$78.00
564,croqueta dow chow cachorro kg,$78.00
962,croqueta ganador adulto,$50.00
537,croqueta gatina kg,$58.00
535,Croqueta MININO alimento p/gato,$56.00
290,croqueta multidog adulto,$23.00
505,croqueta nutre scan p/cachorro adulto,$25.00
47478,Croqueta nutrescan,$27.50
673,Croqueta pal gato kg,$36.50
9098,croqueta pal perro,$37.50
87,croqueta pedigree adulto,$59.00
86,croqueta pedigree cachorro,$59.00
83,croqueta shaggy,$24.00
652,croqueta supremo adulto,$31.00
929,Croqueta supremo cachorro,$48.00
26230,Croqueta top choice,$28.90
569,croqueta woo cachorro,$38.00
426,Croqueta woow adulto,$31.00
94,crujito a granel,$130.00
7503022259607,cruzin paleta varios sabores c/20pz,$48.00
799192606236,cruzzin paletas c/20pz,$50.00
604,cuadro gr narpex C/15,$56.00
606,cuadro grande toker c20,$55.00
7503011295098,cuaz cucharita roja c/20,$26.90
7502228062554,Cubierta sabor tamarindo c/10pz,$76.00
7503030085700,cubre manzana azul c/5,$64.00
7503019404355,cubre manzanas mango enchilado c/5,$39.90
7503019404362,cubre manzanas sabor chamoy c/5 piezas,$64.00
7503019404324,cubre manzanas tam. picao caja/5,$64.00
288,cubrebocas,$4.00
742696700207,cubremanzana paquito c/5pz,$54.00
7503000260717,cubremanzana ta-rico 500gr,$69.00
7504016453117,cuchara cometa ch,$10.90
7504016453155,cuchara cometa med.  25pz,$11.90
7503012600075,Cuchara duch ch 50pz,$10.90
7503010810001,cuchara duch med c/25pz,$11.90
7503012600013,cuchara duch sopera c/25pz,$15.50
9750435006993,cuchara garduño med c/25pz,$10.90
7503013673160,cuchara grande anguiplast c/25,$13.90
7503019522752,cuchara kasero sopera 25pz,$15.50
7503019359112,cuchara mediana anguiplast c/25,$10.90
7504016453162,cuchara nevera cometa c/500,$73.00
7503012600105,cuchara nevera duch c/500pz,$72.00
7502010796957,cuchara nevera garduño 500pz,$72.00
252,cuchara nevera granel c/65grs,$12.00
7503012941499,cuchara nevera kasero c/500pz,$72.00
7503012941697,cuchara nevera ksero c/100pz,$16.00
645781613669,cuchara nevera tokio 1kg,$69.00
7504016453148,cuchara pozolera cometa  25pzs,$15.50
7504016453124,cuchara sopera cometa 25pz,$15.50
64781825727,cuchara sopera tokio c/25pz,$15.50
645781842977,cuchara tokio ch c/50pz,$10.90
645781736290,cuchara tokio med c/25pz,$11.90
645781825727,cuchara tokio sopera c/25pz,$15.50
7503013673146,cucharas chicas anguiplast c/50,$10.00
7503023712958,Cucharita bi-sabor tam-mango c/20,$57.00
7503019404270,cucharita tamarindo c/50pz,$68.50
7503019404263,cucharita tamarindo picao con 20pz,$55.00
315,cucharon grande,$15.00
316,cucharon mediano,$14.00
7503012933210,Cuchillo mediano garduño c/25,$12.00
738419000037,cuchillos plastico gatduño 25pz,$9.90
7501558215104,curios de 1kg,$210.00
2050,curly,$1.00
1027,dawn harina esponja vainilla 1kg,$80.50
790203023530,dedos indy c/12,$55.00
7501056911928,deemint certs c/40pz,$51.00
603554079050,delipack piñatero las delicias 115pz,$155.00
7506060903761,delitocho popote c/20pz,$42.00
603554101058,dentadura loca c/24,$79.50
842270000003,devora pigui 10pz,$23.00
842270000072,devoralien a granel,$3.00
7503004988266,devoralien c/10pz,$16.90
473,diablito queso a granel,$100.00
7501751412355,diadema euro glow brillante,$29.00
603554111392,Dino car c/20,$85.00
603554100037,dino soda c/30pz,$46.50
18804018152,discos de mantequilla canels c/400g,$64.50
751214767875,distintivo LOL 24pz,$19.00
751214775726,distintivos baby shark 24pz,$19.00
751214744708,distintivos lady bug c/24pz,$19.00
751214761163,distintivos masha y el oso c/24pz,$19.00
751214790057,distintivos peppa pig c/24pz,$19.00
751214771131,distintivos toy story c/24pz,$19.00
24142009097,divertifiesta montes 1.53kg,$211.00
603554001051,dld banderitas super de coco c/20,$54.50
603554027013,dld chicle tattoo bote c/100,$86.50
603554049169,dld dulce anillo luz c/24,$110.00
7506060903242,dld dulce colmillo popote /20,$32.50
603554019032,dld frutal soda c/64,$59.90
7506060903426,dld gira trompo  c/16,$38.90
603554060089,dld huevo dino sorpresa + tatoo  /50,$91.00
7503015060975,dld palola manita elastica c/24,$90.50
603554100013,dld pastirrikas c/36,$34.90
7506060903785,dld polvos locos aciditos c/60,$39.50
7506060903143,dld popote arco c/12,$32.50
7506060903303,dld popote resortera  c/10,$48.50
603554060652,dld soda bubble c/24,$94.00
603554070149,dld tiriflauta c/20,$92.00
603554043372,dld trueno leta sabor frutales c/24,$61.00
603554111019,dld turbi candy c/20,$54.90
7506060903310,dlr espantasuegra popote,$31.90
3110,domo inix triangular,$4.50
2,domo p/molde A422 1/4 de plancha,$7.00
13,domo p/plato cuadrado aluminio pz,$6.00
653,domo p/rebanada de pastel,$4.00
48015,Domo pastel 10-n,$32.00
164,domo plastico #10 c/base y tapa,$28.00
165,domo plastico #12 c/base y tapa,$37.00
942,domo plastico #12 c/base y tapa,$41.00
163,domo plastico #8 c/base y tapa,$20.00
289,domo rectangular 1/4 de plancha,$49.00
956,domo redondo no.9,$25.00
167,Domo y base 1/2 plancha,$67.50
702752270105,donita cachito c/27,$74.00
7503024290899,donita krujers chile limon c/27,$74.00
643795546171,donita totis c/chile 25pz,$59.00
643795546164,donita totis c/limon c/25pz,$59.00
702752270082,donitas c/limon c/27pz,$74.00
643795543439,donitas totis c/chile c/24,$37.90
990,Doritos sabritas c/10,$170.00
47,dosificador 1/2,$22.00
498,dosificador 1/8,$11.00
10325,dosificador aderezo 1/4 chico,$14.00
7501345744442,dragonzitos con 100 pz,$39.00
724869044448,drums a granel,$5.00
724869000345,drums c/24,$107.00
246,dulce a granel,$130.00
725226004167,dulce aciduladito tropical c/100pz,$64.00
7501597101017,dulce acuario c/100,$42.90
24142007574,dulce damy montes c/48,$45.50
7501058619563,dulce de leche 370g,$39.50
7506475104746,dulce de leche la lechera,$40.90
7503031361094,dulce de nuez coronado 22.5gr,$7.00
725226001432,dulce deli c/100pz,$59.50
725226001609,dulce karamel surtido 100pz,$54.90
725226001555,dulce milkaramel surtido c/100pz,$51.00
24142008700,dulce montes cachito c/48,$39.00
725226001159,dulce pulparindots c/70pz,$60.00
725226003351,dulce suave acidulado c/chile c/100,$66.00
754177843174,dulce winis unicornio con 100pz,$34.90
103,dulcereza a granel,$160.00
783502101016,dulcereza la gardenia c/100,$85.90
24142020108,dulces montes cachitos c/100,$78.00
24142020733,dulces surtidos del monte c/100pz,$83.00
101,dulcigoma granel,$140.00
725226001784,dulcirindo sabor tamarindo c /65pzs,$46.50
823703800018,durazno en almibar maxima,$56.50
7501017003167,durazno mitades en almibar la costeña 820g,$44.90
823703200023,duraznos en almibar karina 820g,$64.00
7501017003389,duraznos en almibar la costena 820g,$67.50
2520575,duvalin avellana fresa,$3.00
2520568,duvalin avellana vainilla granel,$3.00
2520609,duvalin bisabor,$3.00
25046020614,duvalin bisabor avellana y fresa c/18,$42.50
25046020621,duvalin bisabor avellana y vai c/18pz,$42.50
2526719,duvalin trisabor a granel,$3.00
25046021499,duvalin trisabor c/18,$42.50
25046020652,duvalin vain y fsa c/18pzs,$40.50
387,duya economica alegria,$13.00
391,duya no. 1M,$42.00
390,duya no.172 no.854,$26.00
389,duya no.70 21 22 48 70 150,$17.00
7501006535341,elote dorado 2.9kg,$157.00
7501006536942,elote dorado del monte 110g,$14.00
7501006535303,elote dorado del monte 400gr,$21.90
7501003124234,elote herdez 220g,$14.00
7501003124241,elote herdez 400gr,$22.00
7501003124210,Elote herdez c/2.9kg,$142.00
7501017004515,elote la costeña 410gr,$25.00
3086123397859,encendedor bic,$26.00
7990,encendedor cliper,$23.00
3086126789132,encendedor mini bic,$18.00
314,encendedor tokai,$12.00
7501086106899,encendedor tokai,$10.00
7508304322673,enco esencia sabor fresa 60ml,$34.00
7508304377529,enco geli rosa neon 40gr,$62.00
7508304498064,enco gelicolor amarillo canario 40gr,$62.00
850052868031,enco gelicolor amarillo canario 40gr,$42.00
7508304495032,enco gelicolor amarillo limon 20gr,$26.00
7508304495049,enco gelicolor azul brillante 20g,$26.00
850052868130,enco gelicolor azul caribe 40gr,$42.00
850052868093,enco gelicolor azul cielo 40gr,$42.00
7508304377352,enco gelicolor azul neon 40gr,$62.00
7508304495056,enco gelicolor azul neon c/20grs,$36.00
7508304377376,enco gelicolor azul tiffany 40gr,$62.00
7508304377345,enco gelicolor azulcielo 40gr,$62.00
850052868390,enco gelicolor color verde hoja 40gr,$43.00
7508304495094,enco gelicolor morado 20gr,$26.00
7508304377468,enco gelicolor negro 40gr,$62.00
850052868246,enco gelicolor negro 40gr,$49.00
7508304377475,enco gelicolor rojo 40gr,$62.00
850052868253,enco gelicolor rojo 40gr,$43.00
7508304495155,enco gelicolor rosa especial 20gr,$36.00
850052868307,enco gelicolor rosa especial 40gr,$43.00
7508304377154,enco gelicolor rosa especial 40gr,$62.00
850052868314,enco gelicolor rosa fiusha 40gr,$55.00
7508304377512,enco gelicolor rosa fiusha 40gr,$62.00
850052868321,enco gelicolor rosa neon 40gr,$49.00
7508304377536,enco gelicolor super negro 40gr,$62.00
850052868345,enco gelicolor super negro 40gr,$55.00
7508304495209,enco gelicolor turquesa c/20grs,$36.00
7508304377178,enco gelicolor uva 40gr,$62.00
850052868376,enco gelicolor uva grape 40gr,$49.00
7508304495186,enco gelicolor verde hoja 20gr,$26.00
7508304495919,enco vainilla concentrado ml,$41.00
7522160961968,Envase jaguar plastico 1/4 c/25,$48.50
752216095249,envase plastico jaguar de 1/2 litro,$48.50
752216095256,envase plastico jaguar de 1litro,$77.50
7502208800145,envase plastico reyma de litro c/25,$77.50
41594206331,envase termico 716  medio litro dart c/25,$34.00
41594206270,envase termico 732 lto dart c/15,$34.00
7501431207165,envase termico convermex 1/2 lt,$31.90
7503030085472,escarchat mora azul c/470grs,$73.50
7503030085304,escarchat sandia c/470grs,$73.50
323,escoba cepillo,$35.00
988,Escoba espiga,$85.00
781159000652,Esencia nuez deiman 120ml,$39.00
7502308380011,espuma,$29.00
7506396159528,espuma para fiesta party,$29.00
202301377862,espuma para fiestas 275ml,$29.00
603554101072,esqueleta c/24,$64.90
2022,esquimal,$25.00
9182738703,estuche mini ostias 40pz,$38.00
7501055305230,fanta fresa 600ml,$24.00
7501055303779,fanta naranja 600ml,$24.00
32,fecula de maiz,$54.00
7501069213972,fecula de maiz 400gr,$33.50
7898024390107,ferrero rocher c/16,$174.00
8000500186930,Ferrero rocher c/2pz,$26.50
78909434,Ferrero rocher c/3pz,$37.00
8000500126936,ferrero rocher c/4pz,$52.00
7861002900117,ferrero rocher c/8,$95.00
7502252880070,festi bolsas amarillo metalico c/50pz,$45.00
7502252881305,festi bolsas azul celeste lunares c/25pz,$45.00
7502252880025,festi bolsas azul metalico c/25pz,$45.00
7502252880049,festi bolsas fiucsha metalico c/25pz,$45.00
7502252881268,festi bolsas morado lunares c/25pz,$45.00
7502252881275,festi bolsas rojo lunares c/50pz,$45.00
7502252881251,festi bolsas rosa lunares c/50pz,$45.00
7503427225016,Fibra de acero,$10.00
7506270003862,Fibra para trastes,$12.00
963,Fibras colores multiuso,$10.00
75074760,flower candy delicias a granel,$6.00
603554111149,flower candy dlr 20pz,$76.90
337,folder tamaño oficio,$5.00
558,fomi moldiable,$5.00
603554111187,formula car candy c/20pz,$74.50
703885063121,forritos c/5,$59.90
603554111330,fortuna candy  c/20pz,$77.00
9035,franela microfibra,$25.00
7501055303786,fresca 600ml,$24.00
121,frico a granel,$140.00
730399013144,frico bokados c/900grs,$99.00
923,Frijol pinto americano,$32.00
120,frito de ajonjoli,$90.00
500,frito mixto de ajonjoli,$90.00
702752200089,frito rojo cotorrisima  c/50 piezas,$62.90
7501008015339,froot loops 180g,$32.00
754177848629,frosh maxi 16pz,$29.50
754177848612,frosh maxi mora c/16pz,$29.50
754177615351,frosh varita magica fresa c/24pz,$36.00
754177615337,frosh varita magica mora azul 24pz,$36.00
754177611605,frosh varita magica uva c/24pz,$36.00
754177848605,frox  maxi fresa c/16pz,$29.50
754177847257,frutaffy fresas c/crema c/24,$34.00
754177847196,frutaffy manzana c/24,$34.00
754177847233,frutaffy mora azul c/24,$36.00
603554113211,frutal marker delicias c/24pz,$71.50
509,frutal soda a granel,$1.00
603554100068,frutal soda polvo acidulado c/50pz,$39.50
441,frutitas a granel,$140.00
75001988,frutsi fresa 250ml,$6.00
75001964,frutsi manzana 250ml,$6.00
75001957,frutsi uva 250ml,$6.00
839,fruty natural 500gr,$22.00
65,fuelle #3 con 100pz,$49.50
63,fuelle 1 con 100pz,$30.50
64,fuelle 2 con 100pz,$38.00
98,fuelle 4 c/100pz,$58.00
99,fuelle 5 c/100pz,$57.00
219,gajo naranja enchilado  a granel,$100.00
608890030208,gajos de naranja 100pz,$71.00
7501000392490,galleta canelita a granel,$5.00
7406234002033,galleta colombina chocolate c/12,$26.00
7406234002026,galleta colombina fresa c/12,$26.00
7406234002019,galleta colombina vainilla c/12,$26.00
3059,galleta emperador v/sab 91gr,$16.00
7501030453130,galleta marinela  trikitrakes c/12paq,$47.00
7501030453086,galleta marinela canelita 12 paq.,$47.00
7501030453215,galleta marinela polvorones c/12pz,$47.00
7501030453208,galleta marinela principe c/9paq,$47.00
724869001496,Galleta mini wafertin c/50,$83.00
8880,galleta oreo 500gr,$70.00
7501000393022,galleta principe ind,$6.00
7502233810171,galletas cayro gragea c/500g,$62.00
7501000658404,galletas saladitas gamesa 137gr,$17.50
309,gelatina agua ch a granel,$2.00
310,gelatina agua gr granel,$4.00
7810780001158,gelatina barrita migomic/40pz,$39.50
7503041422051,gelatina ch de agua,$14.00
255,gelatina de barrita,$2.00
7503041422143,gelatina de vaso moran c/10pz,$48.00
7503041422099,gelatina leche  gr c/10,$28.00
7503041422082,gelatina leche ch c/10pz,$13.00
308,gelatina leche jumbo a granel,$5.00
7503041422105,gelatina leche jumbo c/10,$38.00
7503014341350,gelatina leche vela,$10.00
603554119022,gelatina mini deli delicias c/40pz,$38.00
75059934,gelatina mini delicias a granel,$2.00
7503041422068,gelatina moran agua gr c/10pz,$25.00
7503014341341,gelatinas velita moran c/50pzs,$49.90
7503014341345,gelatinas velita moran gr 50pz,$58.90
700083812650,geli color azul marino,$47.00
700083813428,gelicolor  rojo,$40.50
700083813190,gelicolor amarilllo naranja,$29.90
700083813336,gelicolor amarillo canario,$36.50
614143032370,gelicolor amarillo huevo,$34.90
700083813060,gelicolor azul cielo,$34.90
700083813060,Gelicolor azul cielo,$34.90
700083813343,gelicolor azul rey,$40.50
